product_no,brand,category,link,price,description,seller_id,name,image_link
58,Magic Acoustic,Для вокала и караоке,https://www.ozon.ru/product/mikrofon-dlya-mobilnogo-ustroystva-universalnyy-magic-acoustic-ma3001sr-192674015/,1050,"Тип : Микрофон
Интерфейсы и разъемы : 3.5 мм, microUSB, Считыватель смарт-карт (CI\CI+)
Подключение : Беспроводное
Вид микрофона : для живого вокала
Особенности : Регулятор громкости
Гарантийный срок : 1 год
Партномер : MA3001SR
Цвет : Серебристый
Вес товара, г : 300
Страна-изготовитель : Китай
",4496,"Микрофон для живого вокала Magic Acoustic Superstar, серебристый",https://cdn1.ozone.ru/s3/multimedia-q/6269771498.jpg
59,"",Аксессуары для микроскопов,https://www.ozon.ru/product/maslo-immersionnoe-sinteticheskoe-dlya-mikroskopii-agat-tip-a-klassicheskoe-flakon-100-ml-art-24570-579130048/,896,"Тип : Масло для очистки стекол
",279776,"Масло иммерсионное синтетическое для микроскопии Агат ТИП-А, классическое, флакон 100 мл, арт 24570",https://cdn1.ozone.ru/s3/multimedia-0/6303031728.jpg
60,"",Аксессуары для телескопов,https://www.ozon.ru/product/f360x50m-professionalnyy-astronomicheskiy-teleskop-451851928/,4340,"Тип : Кейс для монтировки
",215009,F360x50m Профессиональный астрономический телескоп,https://cdn1.ozone.ru/s3/multimedia-k/6202979972.jpg
61,levenhuk,Окуляры,https://www.ozon.ru/product/okulyar-levenhuk-ra-zoom-8-24-mm-1-25-554898278/,20070,"Тип : Окуляр
Диаметр объектива, мм : 20.3
Конструктивные особенности : Многослойное покрытие линз
Функциональные особенности оптического прибора : Регулируемые наглазники
Фокусное расстояние, мм : 8,39-24,24
Цвет : Черный
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",441731,"Окуляр Levenhuk Ra Zoom 8-24 мм, 1,25""",https://cdn1.ozone.ru/s3/multimedia-5/6178925297.jpg
62,Sky-Watcher,Окуляры,https://www.ozon.ru/product/okulyar-sky-watcher-plossl-7-5-mm-1-25-210642259/,7556,"Тип : Окуляр
Фокусное расстояние, мм : 7,5
Цвет : Черный
Гарантийный срок : 6 мес.
",24633,"Окуляр Sky-Watcher Plossl 7,5 мм, 1,25",https://cdn1.ozone.ru/s3/multimedia-7/6030477967.jpg
63,levenhuk,Окуляры,https://www.ozon.ru/product/okulyar-levenhuk-ploss-32-mm-1-25-417828516/,6975,"Тип : Окуляр
Фокусное расстояние, мм : 32
Цвет : Черный
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",276503,"Окуляр Levenhuk Ploss 32 мм, 1,25""",https://cdn1.ozone.ru/s3/multimedia-l/6167924325.jpg
64,levenhuk,Окуляры,https://www.ozon.ru/product/okulyar-levenhuk-ra-ler-6-mm-1-25-576849883/,13086,"Тип : Окуляр
Диаметр объектива, мм : 20.6
Фокусное расстояние телескопа, мм : 6
Конструктивные особенности : Многослойное покрытие линз
Функциональные особенности оптического прибора : Регулируемые наглазники
Фокусное расстояние, мм : 6
Партномер : 35011
Цвет : Черный
Гарантийный срок : 6 месяцев
Страна-изготовитель : Китай
",441731,"Окуляр Levenhuk Ra LER 6 мм, 1,25""",https://cdn1.ozone.ru/s3/multimedia-e/6178264598.jpg
175,"",Усилители мощности,https://www.ozon.ru/product/xh-a901-ne5532-tone-board-preamp-preamp-s-platoy-predusilitelya-treble-bass-401416116/,942,"Тип : Усилитель мощности
Партномер : 3253099
Цвет : Черный
",214751,XH-A901 NE5532 Tone Board Preamp Preamp с платой предусилителя Treble Bass,https://cdn1.ozone.ru/s3/multimedia-h/6157707341.jpg
65,Nobsound,Усилители мощности,https://www.ozon.ru/product/bluetooth-usilitel-dlya-kolonok-nobsound-ns-20g-181735470/,6490,"Тип : Усилитель мощности
Регулировки звука : Громкость воспроизведения
Выходная мощность : 100Вт
Интерфейсы : 3.5 мм
Гарантийный срок : 6 месяцев
Цвет : Черный
Размеры, мм : 90x78x23
Вес товара, г : 160
Страна-изготовитель : Китай
",14634,Bluetooth усилитель для колонок Nobsound NS-20G,https://cdn1.ozone.ru/s3/multimedia-v/6018875911.jpg
66,OEM,Цифро-аналоговые преобразователи,https://www.ozon.ru/product/bsp-ca-10-preobrazovatel-zvuka-iz-hdmi-v-naushniki-tyulpany-rca-minidzhek-3-5-skvoznoy-hdmi-2-0-5-1-480076417/,2125,"Тип : Цифро-аналоговый преобразователь
Декодеры : DTS, DTS-ES, Dolby Digital
Частота дискретизации ЦАП, кГц : 192, 32, 44.1, 48, 96
Интерфейсы : HDMI, 3.5 мм
Особенности : Поддержка 4K
Вид питания : От сети 220В через адаптер
Гарантийный срок : 2 недели
Партномер : BSP CA-10
Цвет : Черный матовый
",138349,"BSP CA-10 - Преобразователь звука из HDMI в наушники / тюльпаны RCA (Миниджек 3.5, сквозной HDMI, 2.0, 5.1, 7.1 декодер Dolby AC3, DTS, PCM, UHD 4K экстрактор)",https://cdn1.ozone.ru/s3/multimedia-x/6245321601.jpg
67,Booox,Цифро-аналоговые преобразователи,https://www.ozon.ru/product/konvertor-zvuka-i-zvukovaya-karta-usb-booox-sc-dac107-267932989/,3007,"Тип : Цифро-аналоговый преобразователь
Разрядность ЦАП : 24 бит
Частота дискретизации ЦАП, кГц : 192
Регулировки звука : Громкость воспроизведения, Регулировка тембра низких частот
Отношение сигнал/шум, дБ : 94
Мин. частота, Гц : 20
Макс. частота, Гц : 20000
Интерфейсы : 3.5 мм
Вид питания : Внешний источник питания
Гарантийный срок : 3 мес
",19880,Конвертор звука и звуковая карта USB Booox SC-DAC107,https://cdn1.ozone.ru/s3/multimedia-0/6065274480.jpg
68,"",Петличные,https://www.ozon.ru/product/mikrofon-petlichnyy-k9-lighting-2-mikrofona-iphone-chernyy-447227686/,3690,"Тип : Микрофон
Технология микрофона : Динамический
Интерфейсы и разъемы : Apple Lightning
Крепление микрофона : Петличный
Подключение : Беспроводное
Вид микрофона : петличный
Особенности : Крепление на одежду
Партномер : No
Цвет : Черный
Страна-изготовитель : Китай
",120028,"Микрофон петличный K9 Lighting 2 микрофона, iphone, черный",https://cdn1.ozone.ru/s3/multimedia-c/6220532880.jpg
69,Discovery,Аксессуары для микроскопов,https://www.ozon.ru/product/nabor-preparatov-discovery-prof-dps-5-amfibiya-biologiya-zhizn-v-kaple-vody-mutatsii-ptitsy-488567832/,864,"Тип : Набор микропрепаратов
Цвет : Черный
",102251,Набор препаратов Discovery Prof DPS 5: Амфибия / Биология / Жизнь в капле воды / Мутации / Птицы,https://cdn1.ozone.ru/s3/multimedia-z/6241145495.jpg
70,Bresser,Аксессуары для микроскопов,https://www.ozon.ru/product/konteynery-bresser-dlya-aksessuarov-dlya-mikroskopov-razemnye-271978951/,1833,"Тип : Набор микропрепаратов
Гарантийный срок : 6 месяцев
",24633,"Контейнеры Bresser для аксессуаров для микроскопов, разъемные",https://cdn1.ozone.ru/s3/multimedia-p/6066212233.jpg
71,"",Аксессуары для телескопов,https://www.ozon.ru/product/teleskop-vysokogo-razresheniya-moshchnyy-vysokotochnyy-teleskop-nachalnogo-urovnya-dlya-detey-dlya-455300378/,3690,"Тип : GPS-модуль для телескопа
",250804,Телескоп высокого разрешения Мощный высокоточный телескоп начального уровня для детей для поиска звезд,https://cdn1.ozone.ru/s3/multimedia-6/6212782578.jpg
72,Celestron,Окуляры,https://www.ozon.ru/product/yustirovochnyy-okulyar-celestron-1-25-210641761/,6974,"Тип : Окуляр
Гарантийный срок : 1 год
",24633,"Юстировочный окуляр Celestron, 1,25",https://cdn1.ozone.ru/s3/multimedia-e/6030477326.jpg
73,Sky-Watcher,Окуляры,https://www.ozon.ru/product/okulyar-sky-watcher-plossl-7-5-mm-1-25-384810004/,7557,"Тип : Окуляр
Фокусное расстояние, мм : 7.5
Гарантийный срок : 6 мес.
",182596,"Окуляр Sky-Watcher Plossl 7,5 мм, 1,25""",https://cdn1.ozone.ru/s3/multimedia-3/6076253691.jpg
74,Микромед,Окуляры,https://www.ozon.ru/product/videookulyar-toupcam-14-0-mp-380374942/,33262,"Тип : Окуляр
Гарантийный срок : 1 год
",254229,Видеоокуляр ToupCam 14.0 MP,https://cdn1.ozone.ru/s3/multimedia-t/6028843769.jpg
75,levenhuk,Окуляры,https://www.ozon.ru/product/okulyar-levenhuk-ra-ler-3-mm-1-25-mm-526790338/,11825,"Тип : Окуляр
Конструктивные особенности : Многослойное покрытие линз
Функциональные особенности оптического прибора : Регулируемые наглазники
Фокусное расстояние, мм : 3
Гарантийный срок : 6 месяц
",398564,"Окуляр Levenhuk Ra LER 3 мм, 1,25 мм",https://cdn1.ozone.ru/s3/multimedia-b/6247184363.jpg
76,"",Аудио конвертеры,https://www.ozon.ru/product/kolonka-metallicheskaya-t-06a-h5-3hl5xb5sm-slot-usb-tf-aux-z-u-mini-usb-tsvet-goluboy-v-korobochke-535953790/,310,"Тип : Аудио конвертер
Цвет : Голубой
Партномер :  T-06Abl
",343953,"Колонка металлическая  T-06A (h5,3хl5xb5см.) слот USB/TF/AUX, з/у mini USB (цвет голубой, в коробочке)",https://cdn1.ozone.ru/s3/multimedia-r/6280080783.jpg
77,OEM,Цифро-аналоговые преобразователи,https://www.ozon.ru/product/hdmi-razvetvitel-1x4-3d-4kx2k-450712029/,1590,"Тип : Цифро-аналоговый преобразователь
Гарантийный срок : 6 месяцев
Партномер : 275842923
Цвет : Черный
",175677,HDMI-разветвитель 1x4 3D 4Kx2K,https://cdn1.ozone.ru/s3/multimedia-h/6208292057.jpg
243,Veber,Окуляры,https://www.ozon.ru/product/okulyar-dlya-teleskopa-veber-36mm-swa-erfle-2-371330022/,7755,"Тип : Окуляр
Цвет : Белый
",255571,"Окуляр для телескопа Veber 36mm SWA ERFLE 2""",https://cdn1.ozone.ru/s3/multimedia-g/6113330968.jpg
78,"",Усилители для наушников,https://www.ozon.ru/product/gitarnyy-usilitel-dlya-naushnikov-vox-amplug-2-bass-464919531/,5940,"Тип : Усилитель для наушников
Конфигурация звука : 2.1
Декодеры : DTS
Регулировки звука : Регулировка тембра
Схемотехника : Транзисторный
Поддерживаемые типы звукоснимателей : MM
Интерфейсы : 3.5 мм
Вид питания : Сменная батарея
Максимальное время работы, ч : 17
Гарантийный срок : 1 год
",263895,Гитарный усилитель для наушников VOX AMPLUG 2 BASS,https://cdn1.ozone.ru/s3/multimedia-n/6225841307.jpg
